300.0,21523.0,874.0,3848.0,1720.0,4229.0,17597.0,442.0,1674.0,617.0,3122.0,1129.0,1060.0,2977.0,6804.0,21206.0,27341.0,18292.0,17646.0,22014.0,28443.0,63743.0,45028.0,25106.0,47704.0,22562.0,18778.0,15290.0,27884.0,9503.0,6742.0,5664.0,7827.0,5060.0,5971.0,5497.0,7296.0,11309.0,12036.0,12363.0,39500.0,22351.0,
0.0,1955.0,1507.0,1036.0,0.0,0.0,3507.0,4186.0,0.0,2374.0,2478.0,2702.0,1594.0,702.0,545.0,573.0,1473.0,405.0,492.0,1428.0,755.0,4564.0,15196.0,0.0,0.0,0.0,0.0,0.0,304.0,761.0,547.0,512.0,209.0,89.0,74.0,48.0,0.0,30.0,0.0,0.0,0.0,0.0,
73.0,0.0,4030.0,12180.0,17430.0,5345.0,6979.0,7352.0,6850.0,6404.0,69.0,5899.0,7515.0,28419.0,25094.0,762.0,502.0,2698.0,4388.0,401.0,0.0,17230.0,5450.0,650.0,3851.0,3920.0,12280.0,6146.0,8384.0,5632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
83.0,4563.0,3989.0,1564.0,1089.0,791.0,657.0,340.0,0.0,271.0,277.0,200.0,288.0,501.0,930.0,2516.0,2123.0,1401.0,947.0,2635.0,0.0,132.0,15.0,0.0,0.0,0.0,0.0,0.0,545.0,455.0,0.0,157.0,192.0,118.0,1245.0,0.0,13.0,200.0,1129.0,0.0,0.0,22.0,
94.0,174.0,497.0,828.0,1100.0,71.0,928.0,449.0,0.0,146.0,149.0,81.0,260.0,291.0,908.0,4170.0,2906.0,777.0,10338.0,5775.0,847.0,1833.0,3298.0,2901.0,835.0,1078.0,4402.0,299.0,1088.0,907.0,903.0,512.0,0.0,325.0,1253.0,130.0,40.0,15.0,0.0,0.0,46.0,0.0,
729.0,872.0,494.0,918.0,933.0,1778.0,1597.0,1684.0,300.0,5771.0,2373.0,2223.0,1136.0,1298.0,5997.0,493.0,435.0,4911.0,8029.0,6217.0,34144.0,84663.0,112649.0,5526.0,4021.0,804.0,1475.0,1966.0,3162.0,1757.0,1160.0,1248.0,281.0,450.0,1324.0,4051.0,6722.0,29414.0,18912.0,0.0,0.0,54.0,
860.0,5100.0,3202.0,2041.0,763.0,4985.0,544.0,200.0,0.0,339.0,861.0,148.0,1074.0,70.0,2315.0,6585.0,5358.0,43.0,2149.0,643.0,159.0,260.0,334.0,0.0,0.0,400.0,0.0,0.0,178.0,12.0,1764.0,72.0,1036.0,102.0,69.0,37.0,10.0,30.0,17.0,0.0,4109.0,10.0,
34476.0,50548.0,20728.0,15423.0,13876.0,6571.0,28516.0,25902.0,44596.0,23781.0,41620.0,29267.0,19796.0,11610.0,19859.0,26447.0,5573.0,23803.0,25492.0,30447.0,33004.0,62143.0,83279.0,75939.0,24867.0,10213.0,58204.0,31175.0,29255.0,8014.0,17550.0,6493.0,26546.0,2574.0,2377.0,2211.0,3811.0,12897.0,65454.0,16044.0,66659.0,12002.0,
0.0,0.0,2280.0,1135.0,0.0,245.0,1117.0,1984.0,0.0,1499.0,2837.0,892.0,819.0,703.0,404.0,1410.0,1392.0,1133.0,1241.0,1529.0,1210.0,1518.0,1491.0,0.0,0.0,0.0,0.0,0.0,903.0,1860.0,2277.0,1305.0,1785.0,1465.0,1445.0,1020.0,785.0,615.0,0.0,0.0,26.0,827.0,
35.0,200.0,455.0,140.0,169.0,254.0,12.0,486.0,200.0,3445.0,82.0,127.0,554.0,50.0,3050.0,0.0,0.0,790.0,5.0,225.0,150.0,10558.0,95.0,4.0,255.0,350.0,200.0,512.0,289.0,23077.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3244.0,3807.0,10948.0,5995.0,418.0,760.0,1304.0,1798.0,0.0,380.0,346.0,598.0,198.0,541.0,3875.0,8288.0,23163.0,7565.0,1040.0,1688.0,24812.0,14038.0,45942.0,0.0,0.0,0.0,0.0,0.0,6546.0,2900.0,2218.0,427.0,1605.0,375.0,280.0,100.0,57.0,13.0,150.0,0.0,340.0,175.0,
125.0,1002.0,95.0,3090.0,1139.0,609.0,2302.0,505.0,0.0,158.0,838.0,291.0,335.0,15192.0,13688.0,8714.0,4378.0,237.0,60.0,1785.0,3600.0,1394.0,13916.0,0.0,0.0,0.0,0.0,7500.0,12846.0,35.0,6715.0,1242.0,30.0,0.0,177.0,131.0,35.0,25.0,73.0,0.0,0.0,0.0,
449.0,1050.0,782.0,181.0,3033.0,833.0,842.0,926.0,0.0,1170.0,1199.0,1199.0,455.0,311.0,546.0,0.0,0.0,437.0,305.0,146.0,30.0,50.0,35.0,0.0,60.0,0.0,0.0,504.0,254.0,2979.0,4880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,327.0,825.0,623.0,1209.0,0.0,1660.0,2427.0,547.0,657.0,421.0,3142.0,580.0,0.0,1570.0,750.0,620.0,575.0,1101.0,1170.0,0.0,0.0,0.0,0.0,0.0,1276.0,1369.0,1179.0,870.0,1000.0,845.0,1864.0,800.0,945.0,564.0,610.0,0.0,0.0,720.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,185137.0,27103.0,33351.0,722.0,0.0,0.0,0.0,6675.0,20041.0,10804.0,50131.0,40337.0,55313.0,59388.0,22898.0,0.0,57312.0,57053.0,0.0,101199.0,43866.0,107918.0,64322.0,42026.0,65153.0,35714.0,21747.0,4987.0,0.0,0.0,0.0,15355.0,21669.0,18236.0,14803.0,18100.0,3876.0,7293.0,0.0,0.0,7371.0,
312.0,900.0,7.0,0.0,259.0,247.0,0.0,728.0,0.0,1225.0,428.0,237.0,1099.0,773.0,0.0,869.0,566.0,591.0,0.0,792.0,0.0,714.0,564.0,415.0,323.0,403.0,0.0,550.0,403.0,0.0,250.0,85.0,87.0,376.0,279.0,312.0,286.0,359.0,229.0,0.0,130.0,0.0,
1858.0,2535.0,1845.0,3164.0,8246.0,4103.0,2216.0,0.0,0.0,0.0,468.0,0.0,0.0,674.0,830.0,2200.0,628.0,957.0,329.0,0.0,0.0,0.0,0.0,532.0,15963.0,0.0,1435.0,2684.0,4266.0,505.0,1586.0,0.0,3415.0,1059.0,836.0,0.0,403.0,0.0,0.0,0.0,0.0,3937.0,
